trace_number,start_log_moves,start_model_moves,A-Create-Application_log_moves,A-Create-Application_model_moves,A-Submitted_log_moves,A-Submitted_model_moves,W-Handle-leads-schedule_log_moves,W-Handle-leads-schedule_model_moves,W-Handle-leads-withdraw_log_moves,W-Handle-leads-withdraw_model_moves,τ_log_moves,τ_model_moves,W-Complete-application-schedule_log_moves,W-Complete-application-schedule_model_moves,A-Concept_log_moves,A-Concept_model_moves,W-Complete-application-start_log_moves,W-Complete-application-start_model_moves,W-Complete-application-suspend_log_moves,W-Complete-application-suspend_model_moves,W-Complete-application-resume_log_moves,W-Complete-application-resume_model_moves,A-Accepted_log_moves,A-Accepted_model_moves,O-Create-Offer_log_moves,O-Create-Offer_model_moves,O-Created_log_moves,O-Created_model_moves,O-Sent-mail-and-online_log_moves,O-Sent-mail-and-online_model_moves,W-Complete-application-complete_log_moves,W-Complete-application-complete_model_moves,W-Call-after-offers-schedule_log_moves,W-Call-after-offers-schedule_model_moves,W-Call-after-offers-start_log_moves,W-Call-after-offers-start_model_moves,A-Complete_log_moves,A-Complete_model_moves,W-Call-after-offers-suspend_log_moves,W-Call-after-offers-suspend_model_moves,W-Call-after-offers-resume_log_moves,W-Call-after-offers-resume_model_moves,W-Call-after-offers-ate-abort_log_moves,W-Call-after-offers-ate-abort_model_moves,W-Validate-application-schedule_log_moves,W-Validate-application-schedule_model_moves,W-Validate-application-start_log_moves,W-Validate-application-start_model_moves,A-Validating_log_moves,A-Validating_model_moves,O-Returned_log_moves,O-Returned_model_moves,W-Validate-application-complete_log_moves,W-Validate-application-complete_model_moves,W-Call-incomplete-files-schedule_log_moves,W-Call-incomplete-files-schedule_model_moves,W-Call-incomplete-files-start_log_moves,W-Call-incomplete-files-start_model_moves,A-Incomplete_log_moves,A-Incomplete_model_moves,W-Call-incomplete-files-suspend_log_moves,W-Call-incomplete-files-suspend_model_moves,W-Call-incomplete-files-resume_log_moves,W-Call-incomplete-files-resume_model_moves,W-Call-incomplete-files-ate-abort_log_moves,W-Call-incomplete-files-ate-abort_model_moves,W-Validate-application-suspend_log_moves,W-Validate-application-suspend_model_moves,A-Denied_log_moves,A-Denied_model_moves,O-Refused_log_moves,O-Refused_model_moves,W-Validate-application-ate-abort_log_moves,W-Validate-application-ate-abort_model_moves,end_log_moves,end_model_moves,W-Validate-application-resume_log_moves,W-Validate-application-resume_model_moves,W-Assess-potential-fraud-schedule_log_moves,W-Assess-potential-fraud-schedule_model_moves,W-Assess-potential-fraud-start_log_moves,W-Assess-potential-fraud-start_model_moves,W-Assess-potential-fraud-suspend_log_moves,W-Assess-potential-fraud-suspend_model_moves,W-Assess-potential-fraud-resume_log_moves,W-Assess-potential-fraud-resume_model_moves,W-Complete-application-ate-abort_log_moves,W-Complete-application-ate-abort_model_moves,W-Handle-leads-start_log_moves,W-Handle-leads-start_model_moves,W-Handle-leads-suspend_log_moves,W-Handle-leads-suspend_model_moves,W-Handle-leads-resume_log_moves,W-Handle-leads-resume_model_moves,W-Handle-leads-complete_log_moves,W-Handle-leads-complete_model_moves,W-Call-after-offers-complete_log_moves,W-Call-after-offers-complete_model_moves,O-Cancelled_log_moves,O-Cancelled_model_moves,W-Handle-leads-ate-abort_log_moves,W-Handle-leads-ate-abort_model_moves,W-Shortened-completion-schedule_log_moves,W-Shortened-completion-schedule_model_moves,W-Shortened-completion-start_log_moves,W-Shortened-completion-start_model_moves,W-Shortened-completion-suspend_log_moves,W-Shortened-completion-suspend_model_moves,W-Call-after-offers-withdraw_log_moves,W-Call-after-offers-withdraw_model_moves,case:throughput_time
1436,0,0,0,0,0.0,0.0,0.0,0.0,,,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,,,0,0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,3 days 05:37:48.278000
1437,0,0,0,0,0.0,0.0,0.0,0.0,,,0,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,24 days 14:31:05.398000
1438,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9 days 20:44:15.748000
1439,0,0,0,0,,,,,,,0,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,,,0,0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,19 days 21:14:34.833000
1440,0,0,0,0,,,,,,,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 days 22:18:24.093000
1441,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0,1.0,0.0,,,0,0,3.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,19 days 17:39:26.675000
1442,0,0,0,0,0.0,0.0,0.0,0.0,,,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0,0.0,1,0,1.0,0.0,,,0,0,6.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,15 days 04:14:49.232000
1443,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,1,0,,,,,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,6 days 11:34:55.535000
1444,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,11 days 18:07:32.607000
1445,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,21 days 14:17:47.410000
1446,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,34 days 00:38:56.228000
1447,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 days 18:02:57.204000
1448,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 days 20:55:51.611000
1449,0,0,0,0,,,,,,,0,20,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,,0,0,1.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 days 21:59:14.340000
1450,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0,0,0,0,0.0,1.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 days 20:05:20.919000
1451,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,0,0,0,0.0,1.0,0.0,1.0,,,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,6 days 12:04:31.766000
1452,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1,0,1.0,0.0,,,0,0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 days 07:33:26.159000
1453,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,34 days 20:41:01.262000
1454,0,0,0,0,0.0,0.0,0.0,0.0,,,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,,,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,6 days 16:45:36.236000
1455,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,1.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 days 22:56:43.918000
1456,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,30 days 17:51:16.540000
1457,0,0,0,0,,,,,,,0,22,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,0,1.0,0.0,,,0,0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 days 19:15:13.382000
1458,0,0,0,0,0.0,0.0,0.0,0.0,,,0,22,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,9 days 02:00:40.344000
1459,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,0.0,1,0,1.0,0.0,,,0,0,3.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,19 days 17:15:22.469000
1460,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,,,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,8 days 22:55:03.497000
1461,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,7 days 22:16:39.884000
1462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,1.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,7 days 14:30:50.289000
1463,0,0,0,0,0.0,0.0,0.0,0.0,,,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,1.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,20 days 12:26:49.866000
1464,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0,0.0,1,0,1.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9 days 14:56:06.114000
1465,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,1,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,0 days 02:04:19.515000
1466,0,0,0,0,0.0,0.0,0.0,0.0,,,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,11 days 14:10:44.908000
1467,0,0,0,0,,,,,,,0,17,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,1,0,1,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,4.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,3.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,19 days 05:58:16.851000
1468,0,0,0,0,,,,,,,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,2.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 days 14:17:24.767000
1469,0,0,0,0,0.0,0.0,0.0,0.0,,,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,0.0,1,0,2.0,0.0,,,0,0,3.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,17 days 12:59:24.130000
1470,0,0,0,0,,,,,,,0,18,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 days 23:57:09.073000
1471,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 02:54:37.645000
1472,0,0,0,0,0.0,0.0,0.0,0.0,,,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,31 days 17:51:32.899000
1473,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,8 days 07:02:41.198000
1474,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 days 18:00:28.610000
1475,0,0,0,0,0.0,0.0,0.0,0.0,,,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,8 days 11:45:03.601000
1476,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 days 11:25:27.070000
1477,0,0,0,0,0.0,0.0,0.0,0.0,,,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,21 days 14:49:55.612000
